contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-05,30,104.4,96.07,93.25,98.89,Wait
Q4_26,2026-08-05,55,104.4,98.98,95.22,102.74,Wait
Q4_26,2026-08-05,55,104.4,100.23,95.54,104.93,Wait
Q1_27,2026-08-05,30,86.5,84.69,82.35,87.02,Neutral
Q1_27,2026-08-05,60,86.5,85.32,82.21,88.44,Neutral
Q1_27,2026-08-05,90,86.5,85.59,81.7,89.49,Neutral
Q2_27,2026-08-05,30,47.31,47.35,46.08,48.63,Neutral
Q2_27,2026-08-05,60,47.31,47.34,45.64,49.04,Neutral
Q2_27,2026-08-05,90,47.31,47.33,45.2,49.46,Neutral
YR27,2026-08-05,30,67.75,63.0,61.17,64.83,Wait
YR27,2026-08-05,60,67.75,64.66,62.22,67.1,Wait
YR27,2026-08-05,90,67.75,65.38,62.33,68.42,Wait
YR28,2026-08-05,30,56.25,58.31,56.79,59.83,Potential Opportunity
YR28,2026-08-05,60,56.25,57.59,55.56,59.61,Neutral
YR28,2026-08-05,90,56.25,57.28,54.75,59.81,Neutral
